"account_number","suite","house_number","street_name","garage","neighbourhood_id","neighbourhood","ward","assessed_value","latitude","longitude","point_location","tax_class_pct_1","tax_class_pct_2","tax_class_pct_3","mill_class_1","mill_class_2","mill_class_3"
"1291251","16","9424","149 STREET NW","N","4500","SHERWOOD","sipiwiyiniwak Ward","61500","53.53067640218667","-113.57851215939672","POINT (-113.57851215939672 53.53067640218667)","100",,,"RESIDENTIAL",,
"1311075","107","18240","84 AVENUE NW","N","4020","ALDERGROVE","Nakota Isga Ward","83500","53.51773305159083","-113.63898044563302","POINT (-113.63898044563302 53.51773305159083)","100",,,"RESIDENTIAL",,
"1357920",,"9910","158 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","462000","53.537869963212785","-113.5943153165328","POINT (-113.5943153165328 53.537869963212785)","100",,,"RESIDENTIAL",,
"1140565",,"15721","87 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","353500","53.51911264888094","-113.5935224454424","POINT (-113.5935224454424 53.51911264888094)","100",,,"RESIDENTIAL",,
"1290782","102","6219","172 STREET NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","116000","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1076363",,"2704","YELLOWHEAD TRAIL NE","N","2160","CLOVER BAR AREA","Dene Ward","2655000","53.571326965576674","-113.30471593937479","POINT (-113.30471593937479 53.571326965576674)","100",,,"COMMERCIAL",,
"1088053","6","13833","30 STREET NW","N","2320","HAIRSINE","Dene Ward","186000","53.6019020663816","-113.38760909982864","POINT (-113.38760909982864 53.6019020663816)","100",,,"RESIDENTIAL",,
"1059203",,"175","KINISKI CRESCENT NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","323000","53.48133993276195","-113.40365205932653","POINT (-113.40365205932653 53.48133993276195)","100",,,"RESIDENTIAL",,
"1164003",,"19003","83 AVENUE NW","Y","4020","ALDERGROVE","Nakota Isga Ward","381000","53.516527968424604","-113.65144601527449","POINT (-113.65144601527449 53.516527968424604)","100",,,"RESIDENTIAL",,
"1015445",,"538","WOLF WILLOW ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","581000","53.50776618453619","-113.60747561563181","POINT (-113.60747561563181 53.50776618453619)","100",,,"RESIDENTIAL",,
"1045020",,"718","SADDLEBACK ROAD NW","N","5060","BLUE QUILL","Ipiihkoohkanipiaohtsi Ward","207000","53.45479607771951","-113.52665308549912","POINT (-113.52665308549912 53.45479607771951)","100",,,"RESIDENTIAL",,
"1131259",,"18919","73 AVENUE NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","366500","53.506897815131296","-113.65102790971088","POINT (-113.65102790971088 53.506897815131296)","100",,,"RESIDENTIAL",,
"1378082",,"16421","104 AVENUE NW","Y","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","302500","53.54612502269029","-113.60552244305151","POINT (-113.60552244305151 53.54612502269029)","100",,,"RESIDENTIAL",,
"1185669",,"4624","127 AVENUE NW","N","2350","HOMESTEADER","Dene Ward","147000","53.585584650488414","-113.41278109941945","POINT (-113.41278109941945 53.585584650488414)","100",,,"RESIDENTIAL",,
"1362763",,"9902","160 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","287000","53.53765206425705","-113.5978292403098","POINT (-113.5978292403098 53.53765206425705)","100",,,"RESIDENTIAL",,
"1247345","110","1624","48 STREET NW","N","6580","POLLARD MEADOWS","Sspomitapi Ward","81500","53.446066565934494","-113.41424176621011","POINT (-113.41424176621011 53.446066565934494)","100",,,"RESIDENTIAL",,
"1060318","31","1415","62 STREET NW","N","6670","SAKAW","Karhiio Ward","140500","53.443750199003276","-113.43118122055851","POINT (-113.43118122055851 53.443750199003276)","100",,,"RESIDENTIAL",,
"1116193",,"21007","97 AVENUE NW","Y","4485","LEWIS FARMS INDUSTRIAL","Nakota Isga Ward","634500","53.53455587017426","-113.68265790324543","POINT (-113.68265790324543 53.53455587017426)","100",,,"RESIDENTIAL",,
"1157197","404","9810","178 STREET NW","N","4240","LA PERLE","Nakota Isga Ward","121000","53.533943211241294","-113.62989686351602","POINT (-113.62989686351602 53.533943211241294)","100",,,"RESIDENTIAL",,
"1051069",,"14724","33 STREET NW","N","2430","KIRKNESS","Dene Ward","264500","53.610515833011554","-113.3918425565398","POINT (-113.3918425565398 53.610515833011554)","100",,,"RESIDENTIAL",,
"1216043","45","1503","MILL WOODS ROAD EAST NW","N","6140","CRAWFORD PLAINS","Sspomitapi Ward","130000","53.443419127027546","-113.40261040343367","POINT (-113.40261040343367 53.443419127027546)","100",,,"RESIDENTIAL",,
"1276336",,"419","KIRKPATRICK CRESCENT NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","296000","53.4796974680684","-113.40335982305231","POINT (-113.40335982305231 53.4796974680684)","100",,,"RESIDENTIAL",,
"1053388",,"3520","42 AVENUE NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","310500","53.47903379769885","-113.39546997539348","POINT (-113.39546997539348 53.47903379769885)","100",,,"RESIDENTIAL",,
"1367556",,"16444","106 AVENUE NW","Y","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","299500","53.55049601765038","-113.60634502337119","POINT (-113.60634502337119 53.55049601765038)","100",,,"RESIDENTIAL",,
"1309442","A","2908","116A AVENUE NW","N","2660","RUNDLE HEIGHTS","Métis Ward","75000","53.569481415092525","-113.38808091658704","POINT (-113.38808091658704 53.569481415092525)","100",,,"RESIDENTIAL",,
"1234616","1209","10149","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","186500","53.52349869022008","-113.49387075218355","POINT (-113.49387075218355 53.52349869022008)","100",,,"RESIDENTIAL",,
"1291087","202","6223","172 STREET NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","125000","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1199538",,"15806","94A AVENUE NW","N","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","336000","53.53092024176187","-113.59359404461672","POINT (-113.59359404461672 53.53092024176187)","100",,,"RESIDENTIAL",,
"1008820",,"8636","152B AVENUE NW","Y","2260","EVANSDALE","tastawiyiniwak Ward","404500","53.6151827162064","-113.47450493348661","POINT (-113.47450493348661 53.6151827162064)","100",,,"RESIDENTIAL",,
"1012400",,"576","WOLF WILLOW ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","603000","53.508145029305055","-113.60305200602062","POINT (-113.60305200602062 53.508145029305055)","100",,,"RESIDENTIAL",,
"1056787",,"3812","41 AVENUE NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","326500","53.477121923703386","-113.40061497521816","POINT (-113.40061497521816 53.477121923703386)","100",,,"RESIDENTIAL",,
"1016856",,"10423","13 AVENUE NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","556500","53.44349521751752","-113.49539861770768","POINT (-113.49539861770768 53.44349521751752)","100",,,"RESIDENTIAL",,
"1007798",,"15249","83 STREET NW","Y","2260","EVANSDALE","tastawiyiniwak Ward","490000","53.615365385543456","-113.46803915963022","POINT (-113.46803915963022 53.615365385543456)","100",,,"RESIDENTIAL",,
"1162478",,"8512","190 STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","431500","53.51867884354884","-113.65171943081623","POINT (-113.65171943081623 53.51867884354884)","100",,,"RESIDENTIAL",,
"1316082","202","10010","119 STREET NW","N","1150","OLIVER","O-day'min Ward","634000","53.540144793026066","-113.52725484458843","POINT (-113.52725484458843 53.540144793026066)","100",,,"RESIDENTIAL",,
"1104694",,"12410","167 AVENUE NW","N","3370","RAPPERSWILL","Anirniq Ward","14098000","53.62946413694597","-113.53663559096496","POINT (-113.53663559096496 53.62946413694597)","100",,,"COMMERCIAL",,
"1262625","401","14816","26 STREET NW","N","2280","FRASER","Dene Ward","56000","53.61197346411985","-113.37948128519791","POINT (-113.37948128519791 53.61197346411985)","100",,,"RESIDENTIAL",,
"1097443",,"17736","92 STREET NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","427500","53.64025593966015","-113.48199163078432","POINT (-113.48199163078432 53.64025593966015)","100",,,"RESIDENTIAL",,
"1241355",,"16612","94 AVENUE NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","346500","53.530923705381845","-113.6098831315105","POINT (-113.6098831315105 53.530923705381845)","100",,,"RESIDENTIAL",,
"1304476",,"847","WANYANDI ROAD NW","Y","4360","OLESKIW","sipiwiyiniwak Ward","502000","53.49958512652637","-113.60326124714791","POINT (-113.60326124714791 53.49958512652637)","100",,,"RESIDENTIAL",,
"1252626",,"9021","156 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","339000","53.52386975481029","-113.58981256321128","POINT (-113.58981256321128 53.52386975481029)","100",,,"RESIDENTIAL",,
"1078047",,"12005","90 STREET NW","Y","1010","ALBERTA AVENUE","Métis Ward","427000","53.57379323838955","-113.47915414030548","POINT (-113.47915414030548 53.57379323838955)","100",,,"RESIDENTIAL",,
"1088079",,"7816","156 STREET NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","489000","53.511239169634436","-113.590814284443","POINT (-113.590814284443 53.511239169634436)","100",,,"RESIDENTIAL",,
"1154756","19","3221","119 STREET NW","N","5490","SWEET GRASS","Ipiihkoohkanipiaohtsi Ward","229000","53.463969140466915","-113.53755902168045","POINT (-113.53755902168045 53.463969140466915)","100",,,"RESIDENTIAL",,
"1115336",,"15007","75 AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","623000","53.507604913711305","-113.580037995869","POINT (-113.580037995869 53.507604913711305)","100",,,"RESIDENTIAL",,
"1039932",,"5214","20A AVENUE NW","N","6460","MEYOKUMIN","Karhiio Ward","299500","53.45202423307539","-113.42263483585292","POINT (-113.42263483585292 53.45202423307539)","100",,,"RESIDENTIAL",,
"1106731",,"16097","132 AVENUE NW","N","4320","MISTATIM INDUSTRIAL","Anirniq Ward","496500","53.59115799505872","-113.59934146352698","POINT (-113.59934146352698 53.59115799505872)","100",,,"COMMERCIAL",,
"1050152",,"3619","146 AVENUE NW","Y","2430","KIRKNESS","Dene Ward","376000","53.60854508555269","-113.39750832699573","POINT (-113.39750832699573 53.60854508555269)","100",,,"RESIDENTIAL",,
"1118223",,"20603","5 AVENUE SW","Y","4463","RIVERVIEW AREA","sipiwiyiniwak Ward","784500","53.42796361194924","-113.67606648671422","POINT (-113.67606648671422 53.42796361194924)","100",,,"RESIDENTIAL",,
"1303353",,"9633","151 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","434000","53.53391472440971","-113.58104842069193","POINT (-113.58104842069193 53.53391472440971)","100",,,"RESIDENTIAL",,
"1310200",,"10127","158 AVENUE NW","N","3040","BEAUMARIS","tastawiyiniwak Ward","197000","53.61879064397748","-113.49830002095884","POINT (-113.49830002095884 53.61879064397748)","100",,,"RESIDENTIAL",,
"1145812",,"15638","81 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","483000","53.51602101158349","-113.59430526500196","POINT (-113.59430526500196 53.51602101158349)","100",,,"RESIDENTIAL",,
"1265917",,"9146","150 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","380500","53.52627112712122","-113.58028949896035","POINT (-113.58028949896035 53.52627112712122)","100",,,"RESIDENTIAL",,
"1198217",,"1050","106 STREET NW","N","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","227000","53.44122294193852","-113.49967488386912","POINT (-113.49967488386912 53.44122294193852)","100",,,"RESIDENTIAL",,
"1181080",,"7716","190 STREET NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","385000","53.511068573368256","-113.65182901522068","POINT (-113.65182901522068 53.511068573368256)","100",,,"RESIDENTIAL",,
"1281039",,"9722","154 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","453500","53.53533287892116","-113.58729700249668","POINT (-113.58729700249668 53.53533287892116)","100",,,"RESIDENTIAL",,
"1282680",,"9917","155 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","409000","53.53843298425918","-113.5880627862762","POINT (-113.5880627862762 53.53843298425918)","100",,,"RESIDENTIAL",,
"1211556",,"9213","163 STREET NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","315500","53.52744561308082","-113.60227115129094","POINT (-113.60227115129094 53.52744561308082)","100",,,"RESIDENTIAL",,
"1031970",,"2574","79 STREET NW","N","6470","MEYONOHK","Karhiio Ward","167500","53.45704125727985","-113.45431883515649","POINT (-113.45431883515649 53.45704125727985)","100",,,"RESIDENTIAL",,
"1295245","806","12225","STONY PLAIN ROAD NW","N","1150","OLIVER","O-day'min Ward","122000","53.54632952208474","-113.53362754335504","POINT (-113.53362754335504 53.54632952208474)","100",,,"RESIDENTIAL",,
"1234939","1507","10149","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","183500","53.52349869022008","-113.49387075218355","POINT (-113.49387075218355 53.52349869022008)","100",,,"RESIDENTIAL",,
"1136845",,"15403","80 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","424000","53.51336332759916","-113.58805719712778","POINT (-113.58805719712778 53.51336332759916)","100",,,"RESIDENTIAL",,
"1015288",,"554","WOLF WILLOW ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","480500","53.507157926252404","-113.60532972321113","POINT (-113.60532972321113 53.507157926252404)","100",,,"RESIDENTIAL",,
"1215839","31","1503","MILL WOODS ROAD EAST NW","N","6140","CRAWFORD PLAINS","Sspomitapi Ward","137000","53.443419127027546","-113.40261040343367","POINT (-113.40261040343367 53.443419127027546)","100",,,"RESIDENTIAL",,
"1321686",,"9732","157 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","333500","53.53561451120585","-113.59256284317131","POINT (-113.59256284317131 53.53561451120585)","100",,,"RESIDENTIAL",,
"1031368","301","11026","106 STREET NW","N","1030","CENTRAL MCDOUGALL","O-day'min Ward","139500","53.557743851684336","-113.50344656834223","POINT (-113.50344656834223 53.557743851684336)","100",,,"RESIDENTIAL",,
"1242403",,"16615","93A AVENUE NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","478500","53.52940164009774","-113.61064553876555","POINT (-113.61064553876555 53.52940164009774)","100",,,"RESIDENTIAL",,
"1234061","709","10149","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","212500","53.52349869022008","-113.49387075218355","POINT (-113.49387075218355 53.52349869022008)","100",,,"RESIDENTIAL",,
"1224765",,"10817","21 AVENUE NW","Y","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","311000","53.4522169736307","-113.50536392148197","POINT (-113.50536392148197 53.4522169736307)","100",,,"RESIDENTIAL",,
"1168103",,"8112","169 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","320000","53.51546649712658","-113.61290522471523","POINT (-113.61290522471523 53.51546649712658)","100",,,"RESIDENTIAL",,
"1052182",,"3625","44 AVENUE NW","N","6370","KINISKI GARDENS","Sspomitapi Ward","278500","53.48256341988482","-113.39834738346522","POINT (-113.39834738346522 53.48256341988482)","100",,,"RESIDENTIAL",,
"1094671",,"246","HEAGLE CRESCENT NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","481000","53.463375579311595","-113.59537443365879","POINT (-113.59537443365879 53.463375579311595)","100",,,"RESIDENTIAL",,
"1315688",,"9605","162 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","272500","53.53341697447509","-113.60036015727968","POINT (-113.60036015727968 53.53341697447509)","100",,,"RESIDENTIAL",,
"1304310",,"9840","150 STREET NW","N","4580","WEST JASPER PLACE","Nakota Isga Ward","279000","53.53686879466376","-113.58027125252062","POINT (-113.58027125252062 53.53686879466376)","100",,,"RESIDENTIAL",,
"1200021",,"18710","61 AVENUE NW","N","4220","JAMIESON PLACE","sipiwiyiniwak Ward","282000","53.49507954939837","-113.64811690032687","POINT (-113.64811690032687 53.49507954939837)","100",,,"RESIDENTIAL",,
"1203710","308","2628","MILL WOODS ROAD EAST NW","N","6770","WEINLOS","Sspomitapi Ward","102000","53.45885364278415","-113.4082180009321","POINT (-113.4082180009321 53.45885364278415)","100",,,"RESIDENTIAL",,
"1196864",,"8713","162 STREET NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","384000","53.52095737149395","-113.60091519156471","POINT (-113.60091519156471 53.52095737149395)","100",,,"RESIDENTIAL",,
"1360809",,"15815","STONY PLAIN ROAD NW","N","4180","GLENWOOD","Nakota Isga Ward","575500","53.54100556735654","-113.59436119628727","POINT (-113.59436119628727 53.54100556735654)","100",,,"COMMERCIAL",,
"1067040",,"640","ELLERSLIE ROAD SW","Y","6669","ALCES","Sspomitapi Ward","1029000","53.42859249721084","-113.350682020563","POINT (-113.350682020563 53.42859249721084)","89","6","5","RESIDENTIAL","RESIDENTIAL","FARMLAND"
"1097880",,"9138","179 AVENUE NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","327000","53.64187462907526","-113.4795720554066","POINT (-113.4795720554066 53.64187462907526)","100",,,"RESIDENTIAL",,
"1271832","303","14903","92 AVENUE NW","N","4230","JASPER PARK","sipiwiyiniwak Ward","99500","53.52640129948485","-113.5785210831569","POINT (-113.5785210831569 53.52640129948485)","100",,,"RESIDENTIAL",,
"1293182",,"9905","153 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","567000","53.53788265023872","-113.5845524967898","POINT (-113.5845524967898 53.53788265023872)","100",,,"RESIDENTIAL",,
"1022938",,"179","WOLF WILLOW CRESCENT NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","1168000","53.501723378823385","-113.594295007939","POINT (-113.594295007939 53.501723378823385)","100",,,"RESIDENTIAL",,
"1055243",,"3531","41 AVENUE NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","347000","53.47617308129147","-113.396384448416","POINT (-113.396384448416 53.47617308129147)","100",,,"RESIDENTIAL",,
"1237023",,"9201","168 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","323000","53.52673118562434","-113.6120634297284","POINT (-113.6120634297284 53.52673118562434)","100",,,"RESIDENTIAL",,
"1121995",,"8512","149 STREET NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","361000","53.51818607816454","-113.57855209924743","POINT (-113.57855209924743 53.51818607816454)","100",,,"RESIDENTIAL",,
"1135409",,"15202","81 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","651000","53.51353467680469","-113.58352942982133","POINT (-113.58352942982133 53.51353467680469)","100",,,"RESIDENTIAL",,
"1158427","102","10529","93 STREET NW","N","1020","BOYLE STREET","O-day'min Ward","56500","53.55082660963725","-113.47782334690643","POINT (-113.47782334690643 53.55082660963725)","100",,,"RESIDENTIAL",,
"1295872","21","10205","158 AVENUE NW","N","3040","BEAUMARIS","tastawiyiniwak Ward","178000","53.61879818329765","-113.50000485555766","POINT (-113.50000485555766 53.61879818329765)","100",,,"RESIDENTIAL",,
"1157320",,"8019","161 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","335500","53.5150301705725","-113.59926631287016","POINT (-113.59926631287016 53.5150301705725)","100",,,"RESIDENTIAL",,
"1300086",,"9225","152 STREET NW","Y","4500","SHERWOOD","sipiwiyiniwak Ward","258500","53.52758016509184","-113.58281532020861","POINT (-113.58281532020861 53.52758016509184)","100",,,"RESIDENTIAL",,
